id,acronym,status,title,startDate,endDate,totalCost,ecMaxContribution,legalBasis,topics,ecSignatureDate,masterCall,subCall,fundingScheme,objective,contentUpdateDate,grantDoi,description,destinationTitles,taxonomyObjective
101058385,SoTecIn Factory,SIGNED,Social and Technological Innovation Factory for Low-Carbon and Circular Industrial Value Chains,2022-06-01 00:00:00,2025-05-31 00:00:00,4949512,4949512,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-31,2022-05-22 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"The SoTecIn Factory - Social and Technological Innovation Factory for Low-Carbon and Circular Industrial Value Chains - goal is to connect industry with society in a community of mission-oriented social innovators, to support social entrepreneurs in their drive to increase the circularity of key product value chains, and to promote a culture of social innovation in European manufacturing businesses. The SoTecIn Factory serves the EU priority ?A European green deal? and its European industrial strategy by giving financial and capacity-building support to social innovations that improve the circularity of the seven key product value chains, as defined by the EU Circular Economy Action Plan. It supports systemic transformation towards restructuring value chains to be low-carbon and circular, by implementing higher value circular economy strategies, i.e. reuse, repair, refurbish and remanufacture. Specifically, the SoTecIn Factory will support 40 mission-oriented social entrepreneurs with services regarding governance (through the creation of stewardship councils for each innovation), business model, capacity-building, fund-raising and exploitation, and 30 mission-oriented pre-market demonstration projects.",2022-07-28 21:23:01,10.3030/101058385,European Technological and Social Innovation Factory (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","circular industries,low carbon and clean industries"
101058732,JIDEP,SIGNED,Joint Industrial Data Exchange Pipeline,2022-06-01 00:00:00,2025-05-31 00:00:00,"2224726,25","2143702,5",HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-26,2022-05-04 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"Currently, economies worldwide are pursuing mostly a linear model of production which leads to massive material losses, dependency on geopolitically instable states and volatile markets for primary resources. A circular economy, on the contrary, seeks to counter this approach to ?preserve the value of utilized resources and materials as long as possible, to use them as frequently as possible, and to produce as little waste as possible. European industry needs solutions to mitigate the barriers for industrial data reusability and facilitate the unlocking of value from data. Joint Industrial Data Exchange Platform is a place where industrial data is fused for interconnecting seemingly different sectors into the collaboration pipeline. It builds upon the principles of Industry 4.0, by adopting a coherent approach for the semantic communication between diverse actors aimed towards direct or indirect contribution to the EU?s climate neutrality goals of 2050. JIDEP is a landing place to any organization which has any kind of data obstacle to be addressed, on its paths towards delivering more sustainable material, product, service, or solution. Within JIDEP, built-in tools are made available for unlocking the value of the data, which can lead to the development of more sustainable solutions, technologies, and materials. JIDEP is also an optimizing continuum, covering the entire product lifecycle and steering it towards circular standards implementation at technological and regulatory levels.  Finally, JIDEP is a tool equipped with resilience frameworks for growing organizational and industrial capacities to withstand supply chain disruptions in short-, medium- and long-term clauses. As such, JIDEP ingests industrial data and produces sustainability, resilience, and circularity artifacts for its participants.",2022-08-02 09:42:13,10.3030/101058732,Sustainable Industry Commons (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","circular industries,advanced materials,artificial intelligence,advanced computing and big data"
101058076,NICKEFFECT,SIGNED,Ni-BASED FERROMAGNETIC COATINGS WITH ENHANCED EFFICIENCY TO REPLACE Pt IN ENERGY & DIGITAL STORAGE APPLICATIONS,2022-06-01 00:00:00,2026-05-31 00:00:00,"4431116,25",4431115,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-12,2022-05-20 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"Platinum group metals (PGM) are currently highly demanded due to their unique properties which have made them indispensable in different strategic sectors as renewable energy, electric mobility and digital technologies. Unfortunately, PGMs are costly and Europe depends on their importation from other continents, which is nowadays a high risk for the development of strategic applications in key industrial sectors. For these reasons PGMs are categorized as critical raw materials (CRM) by the EC. Thus, finding alternatives to them is critical for the EU economy. In this context, NICKEFFECT project has identified an opportunity to replace these materials in key applications as electrolysers electrodes, fuel cells catalysts and magneto-electronic devices. The proposed alternative is based on nickel (Ni), an earth-abundant element with ferromagnetic character. To enhance the catalytic performance of Ni, innovative deposition techniques to obtain coatings, with ordered and pseudo-ordered porosity, will be developed. The higher surface to volume ratio provided by the increased porosity will allow enhancing catalytic performance or converse magnetoelectric effect (CME) in electronic devices.NICKEFFECT will develop and validate at least 3 new materials, together with the coating methodologies (including process modelling) and decision support tools for materials selection (integrating safe and sustainable by design (SSbD) criteria and materials modelling). The NICKEFFECT project brings together a strong consortium composed of twelve different partners with complementary profiles and large expertise, covering the special skills, capabilities and certification expected for the project.",2023-03-10 21:39:39,10.3030/101058076,Safe- and sustainable-by-design metallic coatings and engineered surfaces (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","advanced materials,circular industries,low carbon and clean industries,manufacturing technologies"
101058670,PRecycling,SIGNED,"Plastics Recycling from and for home appliances, toys and textile",2022-04-01 00:00:00,2026-03-31 00:00:00,"6974419,5",6974419,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-10,2022-05-13 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"As it is addressed by the European Plastics Strategy (European Green Deal & Circular Economy Action Plan 2.0), new methods to reliably calculate, verify and report the recycled content in products need to be developed, boosting the increase of recycled content in everyday products against the use of virgin materials. However, measuring the recycled content is complex, requiring product tracing to the production source. PRecycling aims to develop an easy-to-use methodology for sorting, sampling, tracing and recycling plastic waste streams, including detection and separation of legacy additives, along with standard analysis procedures for both plastic waste materials and recyclates (secondary raw materials) in order to produce consistently high quality, safe-to-use recyclates based on their degradation degree and added-value products with predicted lifetime. Smart tracing via digital systems will be developed in parallel, to ensure the quality and safety of reused materials, targeting a sustainable, transparent and functional Circular Economy Model for the recycling market. The environmental and financial viability of PRecycling solutions will be assessed throughout life cycle and cost analysis in order to reach competitive prices of recycled products. The above will be demonstrated, producing (I) home appliances components, (II) toys/learning resources, and (III) 100% recycled textile, starting from the same sector recyclates and different European regions. However, the proposed methodology in PRecycling could be adapted by many other sectors, i.e. packaging, vehicles, and electric/electronic equipment, triggering significant societal impact apart from commercial and industrial interest. Demonstration activities will serve as part of a community awareness initiative, showing that 'from waste to product' transformation is scalable, replicable, traceable, commercially viable and most importantly, safe to use, both within the same and new supply chain products.",2022-09-15 13:37:08,10.3030/101058670,Paving the way to an increased share of recycled plastics in added value products (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","circular industries,advanced materials,next generation internet,artificial intelligence,robotics"
101058636,ABSolEU,SIGNED,Paving the way for an ABS recycling revOLution in the EU,2022-06-01 00:00:00,2026-05-31 00:00:00,"8078863,75",8078862,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-10,2022-05-18 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"ABSolEU aims to pave the way to circularity for the ubiquitous plastic ABS, found in durable products from toys and other consumer goods to automotive components. Despite the potential of this material, at least 85% of end-of-life ABS ends up in landfills or incineration due to the presence of additives and fillers that hamper its proper recycling. ABSolEU will develop and mature to TRL 6 a technology for the physical recycling of waste ABS, providing a clean and safe recyclate that is free of additives and contaminants and ready to be reintroduced into the value chain for value added, high performance products. In parallel, ABSolEU will develop new analytical methods for safety and quality assurance; these will allow project partners to establish a thorough understanding of the composition of ABS waste streams, including the presence of additives and the degree of degradation, as well as monitor these throughout recycling and compounding processes. In addition, ABSolEU aims to provide the scaffolding to support adoption of physical recycling for ABS and support the uptake of ABS recyclates by industry and consumers. This is achieved through circular value chain labs and explorative citizen labs, investigation of new traceability systems for ABS materials and products, and standardisation of processes for recycling, analysis and traceability. ABSolEU?s research outputs are communicated, disseminated and synthesised into best practices, methodologies, and policy recommendations for ABS recycling to contribute to a resource efficient industry. The project is implemented by a strong consortium that spans the entire ABS value chain. It is led by UCA and involves 10 additional partners: 3 global brand owners, 2 RTOs, an ABS-producing company, a recycler, a traceability solutions company, a standardisation institute and a company specialised in stakeholder engagement. With ABSolEU, the consortium is seeking to lay the first bricks of a sustainable future for ABS plastics.",2022-07-28 21:23:52,10.3030/101058636,Paving the way to an increased share of recycled plastics in added value products (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","circular industries,advanced materials,manufacturing technologies,advanced computing and big data"
101058574,MAST3RBoost,SIGNED,Maturing the production standards of ultraporous structures for high density hydrogen storage bank operating on swinging tem-peratures and low compression,2022-06-01 00:00:00,2026-05-31 00:00:00,"4638418,5",4638414,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-17,2022-05-22 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"MAST3RBoost will bring to the stage of maturation a new generation of ultraporous materials (Activated carbons, ACs, and MOFs) with a 30% increase of the working capacity of H2 at 100 bar (reaching 10 wt% and 44 gH2/lPS), by turning the lab-scale synthesis protocols into industrial-like manufacturing process. Densified prototypes of ACs and MOFs will be produced beyond 10 kg for the first time using pre-industrial facilities already in place. The process will be actively guided by unsupervised Machine Learning, while the foundations for an in-depth supervised learning in the sector of H2 storage will be established with harmonized procedures. Recycled raw materials for the manufacturing of the ultraporous materials will be actively pursued, both from waste agroforestry biomass and from solid urban waste (PET and Al-lined bricks). In parallel, new lightweight Al and Mg-based metal alloys will be adapted to Additive Manufacturing, via the WAAM technology. Databases for mechanical properties relevant to pressure vessel design will be improved, covering gaps for testing under compressed H2. WAAM and engineering capacities (COMSOL numerical calculation) will allow to produce an innovative type I vessel demonstrator including balance of plant and with a dedicated shape to better fit on-board. A unique combination of maximum pressure (up to 100 bar) and carefully selected temperature swing will allow producing a system storage density as high as 33 gH2/lsys. The system will be manufactured to embed 1 kg of H2, becoming a worldwide benchmark for the adsorbed storage at low compression with a highly competitive projected cost of 1,780 ? for the automotive sector. This demonstrator will embody an actual and techno-economically feasible solution for transportations sectors that require storage capacities beyond 60 kg H2 such as trucks, trains and planes. LCA and risk & safety assessment will be performed with high-quality data and shared with stakeholders of the sector.",2022-09-04 03:22:34,10.3030/101058574,Advanced materials for hydrogen storage (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","manufacturing technologies,advanced materials,artificial intelligence,circular industries,low carbon and clean industries,space including earth observation"
101057357,EIS,SIGNED,Exploration Information System,2022-05-01 00:00:00,2025-04-30 00:00:00,7497035,7497032,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-06,2022-05-13 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"Exploration Information System (EIS) proposal has been compiled by a consortium, which consists of 17 partners from leading researchinstitutes (4), academia (5), service providers (4) and industry (4). The consortium members come from six European Union member states (FI, FR, DE, ES, CZ, SE) and South Africa. One associate member of the consortium comes from Brazil. This consortium represents the main metal producing regions of Europe: Fennoscandian Shield, Iberian Pyrite Belt and Central European Belt. These economically most important metallogenic belts of the EU have diverse geology with evident potential for different types of new mineral resource. The mineral deposits in these belts are the most feasible sources of critical, high-tech and other economically important metals in the EU. Furthermore, the project has reference sites in South Africa and Brazil. The project consortium has also a vast international collaboration network, e.g. 50% of the Advisory Board members have been invited from outside EU.EIS will develop new data analysis methods by applying artificial intelligence, machine learning, deep learning into mineral prospectivity mapping together with new geomodels and mineral systems modelling. Methods developed reduce the current high exploration costs and improve the accuracy of the targeting of the early phase exploration. This makes mineral exploration responsible in terms of energy efficiency or minimizing footprint of mineral exploration on nature as the aim is to make most out of the already existing exploration data. Project will apply UNFC code to harmonize the diverse population of mineral deposits and occurrences which will be used as training sites and validation data sets in prospectivity mapping for critical raw materials within EU. In addition, tools will be tested for secondary raw materials prospectivity. Project will also raise awareness of general public on the importance of critical raw materials to the EU's economy and welfare.",2023-03-10 21:05:43,10.3030/101057357,"Innovation for responsible EU sourcing of primary raw materials, the foundation of the Green Deal (RIA)","Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","artificial intelligence,advanced materials,advanced computing and big data"
101057832,AfricaMaVal,SIGNED,Building EU-Africa partnerships on sustainable raw materials value chain,2022-06-01 00:00:00,2025-11-30 00:00:00,7268630,"7268627,5",HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-05,2022-05-22 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CSA,"Secure the access to raw materials represents a critical issue for European ambition to deliver the Green Deal and perform the energy and digital twin transition. As future demand of primary critical raw materials will continue to be largely met by importations, EU needs to diversify its supply chain and engage strategic partnerships with resources-rich third countries covering extraction, processing and refining such as African countries. In this framework, AfricaMaVal project aims to develop EU-Africa partnership ensuring a responsible sourcing of mineral resources for the European industry while granting a sustainable local co-development in the best Environmental, Social and Governance (ESG) conditions and leading to a long-terms business environment for European and African companies.The consortium, created with partners coming both from Africa and Europe, is based on experienced organizations and networks deeply anchored and involved in the raw material domain with a specific expertise and knowledge of the African culture, organisations, difficulties and resources.The mineral, financial, environmental, social, institutional and economical aspects will be studied along with all the value chains, including the ASSM activities, to the project completion to reach its operational targets:- Building an EU and Africa business networking on the whole CRM value chains. - Developing a strategy on the integration of identified and emerging EU and African raw materials value chains for the energy and digital transition. - Assessing responsible investment opportunities. The AfricaMaVal project will conduct ten case studies in African countries and an evaluation of 100 investment opportunities, a wide dissemination within Europe and Africa to promote responsible sourcing and will implement a sustainable organisation after the completion of the project.",2023-03-10 21:44:33,10.3030/101057832,Building EU-Africa partnerships on sustainable raw materials value chains (CSA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","manufacturing technologies,advanced materials,circular industries,low carbon and clean industries"
101058632,START,SIGNED,SUSTAINABLE ENERGY HARVESTING SYSTEMS BASED ON INNOVATIVE MINE WASTE RECYCLING,2022-06-01 00:00:00,2026-05-31 00:00:00,"9194441,25",7667878,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-07,2022-05-13 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-IA,"START project primary objective is to build an innovation ecosystem in the European Union (EU) based on the development of sustainable and economically viable thermoelectric (TE) waste heat harvesting systems to be applied in heavy industry and in maritime industry as well as primary power source for off-grid sensors and IoT devices. This objective will be achieved by incorporating abundant sulphides (mainly tetrahedrite mineral series), at present an environment hazard in mine tailings, collected in five European countries, in the production of advanced sulphide p-type TE thermoelements. In contrast, current commercial TE devices incorporate p-type and n-type TE thermoelements that are produced from expensive and rare elements, namely tellurium, which is predominantly sourced in China. The impact of START project approach on endorsing a more sustainable and resilient EU comes from three inputs. First, by reducing EU?s dependence on primary critical raw materials. Secondly, through the promotion of circular economy processes that will create value in EU by building a strategic ecosystem based on a high-abundant mineral. Just recently, it was demonstrated by our team that the mineral was amenable to processing to single phase p-type tetrahedrite. Thirdly, by the production of TE energy harvesting systems offering a contribution to the reduction of fossil fuels consumption with a great impact on the increase of the overall efficiency of energy production and consumption systems, as well as on the reduction of the greenhouse gas emissions. For that, START project aggregates research organizations, with strong background and knowledge on geology, materials science and renewable energies, and industrial organizations that guarantee the entire production and exploitation supply chain.",2022-09-04 12:23:02,10.3030/101058632,Building innovative value chains from raw materials to sustainable products (IA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","advanced materials,circular industries,low carbon and clean industries,IoT"
101058178,AGEMERA,SIGNED,Agile Exploration and Geo-modelling for European Critical Raw materials,2022-08-01 00:00:00,2025-07-31 00:00:00,"7494662,5",7494657,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-06,2022-05-16 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"New environmental, economic and societal requirements in the EUâ€™s transition to a low-carbon and digital economy call for innovative methods, technologies and techniques to be developed and applied in mineral exploration. To unlock the CRM potential in Europe, AGEMERA will conduct local state-of-art geological and geophysical surveys over a total of ~4,700 km2 in order to detailly map CRM resources in 6 EU countries and 1 third country (Zambia). The geophysical field trial surveys will demonstrate three novel non-invasive survey methods (at up to a TRL5) based on remote sensing and related data analysis: 1) passive seismic methods, 2) multi-sensing drone system combining magnetic, radiometric and electromagnetic sensing, and 3) muon-based multidetector density detection system. The project will use data from open-access databases (e.g., European Geological Data Infrastructure, EGDI), the data collected from the field by project geoscientists, and various geophysical survey methods to refine and improve the genetic mineral system models of the various deposit types known to contain lithium, cobalt, molybdenum, vanadium, PGMs, niobium, tantalum, bauxite and REE. The project will introduce the existing guidance for the application of UNFC for mineral resources to the partner countries through stakeholders, courses and public events. The project will survey citizens in the project countries, create a CRM educational package targeting schools and universities, publish an online CRM serious game, organise public events, as well as online news flashes, with the aim to reach 5,000,000 citizens by 2030. The project will create an open-access SoftGIS analysis and database on peopleâ€™s social, cultural, environmental and economic concerns related to mining and mineral exploration. These data enable the creation of socio-economic potential maps to be used in parallel with the geological potential maps, consequently ensuring a basis for socially accepted and sustainable mining.",2022-09-04 03:37:35,10.3030/101058178,"Innovation for responsible EU sourcing of primary raw materials, the foundation of the Green Deal (RIA)","Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","advanced materials,space including earth observation,blockchain"
101058293,eQATOR,SIGNED,Electrically heated catalytic reforming reactors,2022-06-01 00:00:00,2025-11-30 00:00:00,"8544467,5","7535960,38",HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-14,2022-05-25 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-IA,"Process electrification and use of renewable resources for the production of chemicals can have a huge impact on climate change. Biogas is a particularly attractive renewable carbon source for decentralized production of chemicals due to its huge current production capacity and opportunities for growth. In parallel, methanol is an important base chemical with a huge and growing market size, produced mainly from fossil resources today.In this context, eQATOR aims to demonstrate in an industrially relevant environment (TRL6) scalable, electrically-heated catalytic reactor technologies that will allow conversion of biogas into syngas with improved efficiency compared to the state-of-art, bridging biogas production with downstream conversion technology into higher-added value products such as methanol, fuels and hydrogen. The central innovation in eQATOR is the integrated development of catalysts and reactors, and two different, yet complementary, electric heating technologies, resistive and microwave heating, leading to disruptive electrically-heated reactor technologies for syngas production. eQATOR will help transform syngas production from large-volume reactors with fired burners to renewable heated and compact reactors (up to 90% size reduction of total reactor unit and 50-75% reduction in catalyst volume), providing significant benefits from process intensification. Implementation of eQATOR technology will decrease life-cycle CO2 emissions for syngas production by 60-80% and save from 7 Mt CO2/year in 2030, up to around 45 Mt CO2/year in 2045.The experimental development is supported by a broad integrated sustainability assessment including techno-economic feasibility, environmental footprint and impact on society and rural development.The eQATOR consortium provides complementary world class expertise along the entire value chain and strong industrial commitment to maximise wide exploitation of the results through industrial implementation.",2022-08-26 15:18:03,10.3030/101058293,Development of more energy efficient electrically heated catalytic reactors (IA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","manufacturing technologies,low carbon and clean industries,advanced materials"
101057394,MC4,SIGNED,Multi-level Circular Process Chain for Carbon and Glass Fibre Composites,2022-04-01 00:00:00,2025-03-31 00:00:00,"7503548,75",7503545,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-01,2022-05-16 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"Each year about 110.000t of carbon fibre composite parts and 4.500.000t of glass fibre composites are used. 98% of these parts end up in landfills at the end of their life. To address this problem the MC4 project aims at establishing a multi-level circular process for carbon and glass fibre composite. Multi-level means that processes will be developed for short-term implementation with immediate impact and for the longer term with a wider impact on industry. Carbon and glass fibre have substantially different costs and the project takes this into account by developing economically feasible procedures that are based on chemical matrix/fibre separation for carbon fibre and on a new type of resing for the direct re-use of the composite for glass fibre. Quality grading of the recycled material will be a key element to ensure a proper use in the different domains. Within the supply chain investigated in the project the goal is to achieve a recycling rate of at least 60%.As an additional benefit, the project will enable European material manufacturers to develop their own, patented processes for manufacturing of recycled material. Currently, 80% of the manufacturing of virgin carbon and glass fibre is taking place outside of Europe and the manufacturing technologies used inside of Europe are often licensed from foreign countries.MC4 puts particular emphasis on the design and manufacturing of best practice examples of parts made from recycled materials. For five different domains, including automotive, aerospace, sports equipment, boats and urban furniture, composite products will be manufactured, with the aim of demonstrating the use of recycled material and enhancing the demand side for recycled material in the different domains.The consortium includes process developers, material manufacturers and SME end users, who manufacture composite parts. It covers the whole value chain and thus enables the creation of real circular process for composites.",2022-09-05 08:27:20,10.3030/101057394,Ensuring circularity of composite materials (Processes4Planet Partnership) (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","circular industries,advanced materials,manufacturing technologies"
101058371,ESTELLA,SIGNED,DESign of bio-based Thermoset polymer with rEcycLing capabiLity by dynAmic bonds for bio-composite manufacturing,2022-06-01 00:00:00,2025-11-30 00:00:00,4966475,4966474,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-11,2022-05-12 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"ESTELLA is an ambitious initiative that proposes an innovative solution to improve the recyclability of low-recyclable materials: thermosetting composites. To this end, ESTELLA will work on the design of novel bio-based epoxy resins with inherent recyclability capabilities thanks to the introduction of Covalent Adaptive Network (CAN) in the original epoxy structure. CAN will provide the thermosetting epoxy resin with the ability to respond to certain stimulus that changes the state of its microstructure and thus, the ability to be reprocessed/re-polymerized (return to original monomers and fibres). A similar strategy will be applied to existing fossil-based epoxy formulations. In this way, the thermoset can be reprocessed or re-polymerized into new products and the fibres can be recovered as well. In addition, fibres of renewable origin will be used as reinforcement to manufacturing thermoset composites. ESTELLA research will address recycling techniques of any nature (chemical, biological and mechanical) to guarantee that the materials developed during the project can be successfully separated into their components in a safe and cost-effective way, hence maximizing the revenue of recycling activities. The validation of the developed recyclable materials will be carried out through economically and environmentally efficient manufacture processes (out-of-autoclave). Thus, new bio-composites will be designed and developed based on the premises of improving recyclability while meeting the demands of different sectors such as construction and leisure/mobility. Also, extensive work will be carried out to leverage the industrial application of the technologies and materials developed, taking into account safety, techno-economic, regulatory and intellectual property aspects.",2022-09-04 13:37:33,10.3030/101058371,Safe- and sustainable-by-design polymeric materials (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","advanced materials,circular industries,manufacturing technologies"
101057988,SUSAAN,SIGNED,SUStainable Antimicrobial and Antiviral Nanocoating,2022-06-01 00:00:00,2025-11-30 00:00:00,"5754846,25",5754843,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-20,2022-05-12 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-RIA,"Infectious diseases pose a significant threat to both human health and the global economy, they account for more than 20% of global mortality and viruses are responsible for about one-third of these deaths. To date, we know of about 200 infectious diseases and about 80% of infectious diseases are transmitted by unclean hands touching contaminated surfaces.SUSAAN project is focussed on development of new sustainable antiviral and antimicrobial coatings for textiles and high traffic objects made of plastics and metal, involving textile, bathrooms and switches manufacture industries. In this context, it can be stated that most of the common hand-touch sites and/or objects are covered by the project so final impact would be extensive after the successful project execution, being the results of the project validated in three main market sectors through end users. Consortium Partners and core business are one of the strongest points of SUSAAN. Technological and scientific partners (LUREDERRA, NCSRD, IVW, CEIT and ITENE) are experts on main areas of nanoparticles, coatings, pretreatment, biobased nanocapsules and toxicity assessment. Companies involved cover the whole value change based on their core business including coatings production (TECNAN), biobased products (CELABOR), bathrooms manufacturing (ECZACIBASI), home appliances (PANASONIC) and textiles (ALMAXTEX). Last but not least, INTER IT will cover the activities on BPR assessment being VIRHEALTH (the expert on virology) on charge of standardized testing to determine virucidal and antimicrobial activity of the coatings and ARDITEC on charge of sustainability assessment.The final outcome of SUSAAN project is the validation of the new sustainable antimicrobial/antiviral nanocoating in different final products: high traffic objects (plastic and metallic) and textiles. Technical advantages and comparative results to current solutions will be used to present SUSAAN solutions to potential clients.",2022-09-15 13:34:26,10.3030/101057988,"Antimicrobial, Antiviral, and Antifungal Nanocoatings (RIA)","Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","manufacturing technologies,advanced materials,circular industries"
101057971,REPurpose,SIGNED,Recyclable Elastomeric Plastics safely and sUstainably designed and produced via enzymatic Recycling of Post-cOnsumer waSte strEams,2022-09-01 00:00:00,2026-08-31 00:00:00,"6493373,75",6058487,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-11,2022-05-23 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-AG,"In the REPurpose project, local, post-consumer waste is upcycled to new functional ""REP polymers"" targeting the high-value market of thermoplastic elastomers that nowadays encounter recycling problems. New building blocks derived from biomass or enzymatically degraded plastic or organic waste will be incorporated giving the REP polymers unique features: i) tuneable elastomeric properties avoiding the need for additives, ii) production, processing and recycling on existing equipment thus avoiding the need for huge CAPEX investments, iii) controllable degradation in different habitats, and iv) unprecedented indefinite recycling, outcompeting fossil carbon with every recycling step. REPurposeâ€™s X-factor hence lies in the non-fossil content steering REP to higher value than the original plastic waste fractions: the first biodegradable and recyclable elastomeric polycondensates in the world. Combining the functional strength with the leverage in ecology in higher-end applications, will create a considerable market traction when good marketing, production and servicing are surrounding this innovative REPurpose platform.To enable this development, the REPurpose consortium is spanning the value chain from i) waste handler, recyclers and regulatory framework advocates over ii) specialty bio- or waste-based building block producers, iii) technology developers for REP polymerisation, processing and detection, to iv) end users for consumer goods, automotive and building and construction, all advised by experts in safety- and sustainability-by-design, life cycle assessment, business modelling and Responsible Research and Innovation. Four universities and research centres, a non-profit organisation, six SMEs (including two start-ups) from seven EU countries and the UK address the research challenges and pave the way for bringing the innovation to the broad public and creating a resilient and sustainable European plastics industry.",2022-07-29 13:34:05,10.3030/101057971,Safe- and sustainable-by-design polymeric materials (RIA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","advanced materials,circular industries,low carbon and clean industries"
101058693,STAGE,SIGNED,Sustainable Transition to the Agile and Green Enterprise,2022-06-01 00:00:00,2025-05-31 00:00:00,4691490,4691490,HORIZON.2.4,HORIZON-CL4-2021-RESILIENCE-01-29,2022-05-22 00:00:00,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CL4-2021-RESILIENCE-01,HORIZON-CSA,"Sustainability and the transition to a low-carbon, more resource-efficient and circular economy are key in ensuring the long-term competitiveness of the European Union (EU) economy. Sustainability has long been at the heart of the European Union project and the EU Treaties give recognition to its social and environmental dimensions. Advanced industrial technologies are at the heart of the Industrial Revolution, shaping the future of production and value chains. It opens opportunities for companies to shape a new wave of economic growth. More than 75 percent of European Industrial SMEs indicate that the main barrier for the implementation of Advanced Technologies is the lack of financial resources and access to considerable investment opportunities.The STAGE project will create the sustainability transition ecosystem, train Sustainability Advisors and provide high-quality innovation and sustainability assessment, decentralised training courses and innovation support and sustainability transition services to more than 2000 European industrial SMEs during the project duration, transforming them into the agile and green enterprises, competitive and sustainable leaders of the European industrial economy. STAGE will achieve the Grant Amount Multiplier of 100x with Private Finance during the project.",2022-07-29 11:43:37,10.3030/101058693,Innovate to transform' support for SME's sustainability transition (CSA),"Increased Autonomy in Key Strategic Value Chains for
Resilient Industry","manufacturing technologies,circular industries,low carbon and clean industries,advanced computing and big data,artificial intelligence"
